1.0 , 2.8372025471e-275

7.7164225746e-115 , 1.0

1.0 , 0.0

1.1537316423e-94 , 1.0

5.7314609236e-77 , 1.0

1.0 , 0.0

1.0 , 0.0

5.35573208309e-69 , 1.0

7.28593003982e-105 , 1.0

1.0 , 0.0

2.20459946973e-119 , 1.0

1.0 , 2.818479188e-52

1.0 , 0.0

3.17471752689e-54 , 1.0

1.55058115561e-85 , 1.0

1.0 , 1.43630723754e-178

1.0 , 0.0

1.0 , 8.35842058336e-119

1.93632006542e-23 , 1.0

1.39941913314e-91 , 1.0

1.0 , 0.0

1.0 , 1.37316862476e-260

1.93618561697e-55 , 1.0

1.0 , 4.60749944583e-287

1.0 , 0.0

1.0 , 0.0

1.67034532731e-114 , 1.0

1.0 , 0.0

4.02068204214e-35 , 1.0

1.67019768932e-97 , 1.0

1.0 , 2.30426057412e-53

1.0 , 2.77266636698e-27

1.0 , 0.0

3.80641764482e-106 , 1.0

1.0 , 0.0

1.0 , 6.57322177507e-264

1.0 , 0.0

1.0 , 4.98033026265e-104

1.51173843405e-105 , 1.0

5.35573208309e-69 , 1.0

1.0 , 9.04825370208e-52

5.94741054564e-30 , 1.0

1.0 , 0.0

1.0 , 2.14672665828e-206

1.0 , 3.17765029515e-187

4.82166224575e-27 , 1.0

1.0 , 0.0

1.04888040556e-91 , 1.0

6.9191091207e-27 , 1.0

1.0 , 8.40700328726e-14

1.0 , 0.0

1.0 , 3.64289960487e-167

0.0012737942928 , 0.998726205707

1.0 , 0.0

1.56698338153e-77 , 1.0

2.49488644907e-75 , 1.0

1.0 , 0.0

1.0 , 0.0

1.0 , 0.0

4.93607680458e-82 , 1.0

1.0 , 0.0

1.0 , 0.0

3.90930948369e-56 , 1.0

1.0 , 0.0

1.0 , 3.06671040774e-158

1.0 , 0.0

4.52288434941e-53 , 1.0

1.22919213338e-81 , 1.0

4.71068700687e-75 , 1.0

8.9558783764e-95 , 1.0

0.999553224567 , 0.000446775433431

9.02933015574e-100 , 1.0

1.0 , 0.0

1.08046256715e-118 , 1.0

2.26811697498e-126 , 1.0

2.7187192435e-67 , 1.0

1.0 , 8.2484404324e-79

1.0 , 2.63990913958e-59

1.0 , 3.26948573903e-92

